"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"194",656620,"Klobosits, Gabe","194","100.0","0.283","0.065","0.317","0.348","0.314","0.290","0.233","13","46","90.7","14.5","1990","92.2","92.63","19","101","93","0.4","6.45","106","157","119","145","304","326","305"
"194",621139,"Kriske, Brooks","194","100.0","0.362","0.553","0.333","0.915","0.536","0.348","0.227","17","47","89.8","22.1","1601","90.5","90.54","25","96","98","0.0","6.35","110","150","118","144","295","323","288"
"190",667725,"Tyler, Kyle","190","100.0","0.190","0.095","0.189","0.286","0.271","0.295","0.195","8","42","86.3","11.3","2154","88.1","88.62","10","82","108","0.5","6.87","109","155","122","149","304","324","296"
"190",592473,"Kolarek, Adam","190","100.0","0.341","0.182","0.342","0.523","0.407","0.353","0.285","15","44","86.5","-3.5","2153","86.0","85.93","10","79","111","-0.1","6.61","110","149","124","153","297","322","299"
"189",475479,"Phelps, David","189","100.0","0.216","0.027","0.364","0.243","0.259","0.240","0.176","8","37","91.7","13.5","2422","89.2","87.46","24","76","113","-1.7","5.50","107","155","122","149","301","322","286"
"189",621098,"Hanhold, Eric","189","100.0","0.302","0.163","0.314","0.465","0.351","0.372","0.302","13","43","91.6","14.4","2303","91.7","91.63","24","91","98","-0.1","6.32","108","149","119","145","297","323","290"
"189",503285,"O'Day, Darren","189","100.0","0.220","0.171","0.250","0.390","0.305","0.324","0.242","9","41","87.6","21.2","2328","82.1","82.49","25","89","100","0.4","6.61","105","151","114","146","302","326","289"
"188",664157,"Bergen, Travis","188","100.0","0.139","0.111","0.138","0.250","0.280","0.340","0.201","5","36","83.9","22.0","2368","91.0","89.91","18","83","105","-1.1","6.00","106","155","121","147","289","317","286"
"186",592145,"Biddle, Jesse","186","100.0","0.263","0.105","0.321","0.368","0.345","0.330","0.189","10","38","86.1","6.0","2622","86.8","87.07","15","72","114","0.3","6.51","103","149","119","148","299","320","295"
"186",643400,"Knight, Dusten","186","100.0","0.289","0.184","0.370","0.474","0.357","0.317","0.243","11","38","90.2","13.0","1862","83.4","83.14","23","79","107","-0.3","6.21","108","152","119","145","290","325","296"
"185",657508,"Baumann, Mike","185","100.0","0.302","0.256","0.306","0.558","0.407","0.489","0.339","13","43","95.5","12.9","2154","91.2","91.56","17","86","99","0.4","6.62","111","155","125","150","293","327","298"
"182",624586,"Hoyt, James","182","100.0","0.324","0.135","0.462","0.459","0.405","0.335","0.214","12","37","87.9","15.7","2379","86.7","86.90","28","75","107","0.2","6.35","108","154","120","148","304","328","295"
"182",543883,"Vincent, Nick","182","100.0","0.146","0.098","0.161","0.244","0.233","0.260","0.178","6","41","86.3","27.8","2364","87.2","87.04","24","96","86","-0.2","5.98","107","158","116","150","301","332","297"
"181",665665,"Sanmartin, Reiver","181","100.0","0.267","0.089","0.353","0.356","0.285","0.268","0.245","12","45","87.0","3.9","2209","85.6","85.24","23","83","98","-0.4","6.36","115","155","115","147","296","312","280"
"177",641420,"Burdi, Zack","177","100.0","0.325","0.250","0.313","0.575","0.410","0.383","0.277","13","40","90.9","21.5","2504","92.6","92.46","26","84","93","-0.1","6.15","109","149","119","147","290","319","295"
"176",669459,"Nelson, Kyle","176","100.0","0.256","0.051","0.323","0.308","0.337","0.345","0.262","10","39","84.1","13.3","2488","87.0","86.66","22","74","102","-0.3","5.86","114","153","120","149","292","316","288"
"176",665733,"Santos, Antonio","176","100.0","0.220","0.146","0.267","0.366","0.295","0.292","0.228","9","41","85.6","12.0","2085","90.8","90.99","13","71","105","0.2","6.37","115","153","123","147","299","327","300"
"174",547176,"Camarena, Daniel","174","100.0","0.364","0.205","0.400","0.568","0.409","0.393","0.331","16","44","91.1","14.2","1866","88.2","88.07","15","88","86","-0.1","6.22","113","150","127","144","295","324","311"
"174",642758,"Acevedo, Domingo","174","100.0","0.225","0.250","0.214","0.475","0.328","0.305","0.227","9","40","86.2","14.3","2028","89.2","88.45","27","95","79","-0.8","5.80","112","150","122","150","293","325","296"
"171",668941,"Romero, JoJo","171","100.0","0.308","0.359","0.296","0.667","0.432","0.361","0.285","12","39","88.9","5.6","2061","90.8","89.53","17","84","87","-1.3","5.43","114","151","115","149","295","326","300"
"168",476594,"Stock, Robert","168","100.0","0.286","0.286","0.304","0.571","0.433","0.411","0.266","10","35","91.3","11.1","2109","91.2","91.35","18","67","101","0.1","6.40","109","152","111","150","294","325","300"
"167",594580,"Moll, Sam","167","100.0","0.216","0.081","0.250","0.297","0.297","0.307","0.190","8","37","86.2","6.6","2671","89.3","86.62","10","60","107","-2.7","4.60","108","150","122","149","301","324","296"
"166",641672,"Hatch, Thomas","166","100.0","0.289","0.263","0.321","0.553","0.405","0.400","0.290","11","38","92.0","22.4","2358","89.8","89.66","17","79","87","-0.1","6.22","105","147","113","142","286","317","299"
"162",663558,"Moran, Jovani","162","100.0","0.290","0.032","0.429","0.323","0.345","0.305","0.218","9","31","84.3","3.6","1979","87.5","87.76","30","80","82","0.3","6.39","102","151","113","146","301","333","298"
"160",596082,"Reed, Jake","160","100.0","0.250","0.100","0.310","0.350","0.268","0.312","0.264","10","40","88.4","11.9","2295","82.8","80.90","20","75","85","-1.9","5.12","109","156","112","150","304","321","291"
"160",543901,"Weber, Ryan","160","100.0","0.385","0.436","0.370","0.821","0.512","0.442","0.322","15","39","92.7","2.4","2056","85.1","83.19","17","71","89","-1.9","5.38","110","153","126","148","285","326","301"
"156",621261,"Oswalt, Corey","156","100.0","0.300","0.175","0.379","0.475","0.345","0.355","0.304","12","40","88.8","17.0","2039","89.5","90.56","28","88","68","1.1","6.93","108","151","112","148","307","337","296"
"153",665620,"García, Deivi","153","100.0","0.250","0.281","0.280","0.531","0.363","0.391","0.237","8","32","90.5","25.5","2333","85.1","85.29","19","67","86","0.2","6.55","114","158","119","146","298","327","296"
"152",571666,"Fiers, Mike","152","100.0","0.366","0.341","0.344","0.707","0.471","0.409","0.314","15","41","90.5","17.3","2279","84.2","83.13","8","71","81","-1.1","5.64","110","147","119","148","305","330","302"
"149",664682,"Meisinger, Ryan","149","100.0","0.355","0.226","0.375","0.581","0.426","0.283","0.215","11","31","86.2","15.0","2173","88.4","89.04","19","68","81","0.6","6.68","103","147","122","146","298","321","298"
"148",457915,"Guerra, Javy","148","100.0","0.429","0.393","0.409","0.821","0.540","0.526","0.389","12","28","91.8","17.1","2097","88.9","88.77","11","75","73","-0.1","6.06","102","147","117","137","303","322","299"
"148",642003,"Reed, Cody","148","100.0","0.235","0.118","0.269","0.353","0.327","0.325","0.244","8","34","86.7","0.8","2306","90.8","90.69","14","59","89","-0.1","6.75","105","154","119","149","302","317","290"
"147",670766,"McCaughan, Darren","147","100.0","0.250","0.344","0.179","0.594","0.385","0.325","0.234","8","32","85.8","9.0","1955","83.9","84.58","2","55","92","0.7","6.50","112","152","117","148","299","325","295"
"145",606965,"Devenski, Chris","145","100.0","0.344","0.250","0.360","0.594","0.422","0.484","0.364","11","32","89.8","15.1","1946","83.5","83.10","17","66","79","-0.4","6.12","110","154","122","149","303","333","308"
"145",661440,"Llovera, Mauricio","145","100.0","0.333","0.500","0.278","0.833","0.512","0.378","0.242","10","30","91.3","19.0","2096","89.3","89.10","14","65","80","-0.2","6.15","112","154","118","150","297","330","291"
"144",665759,"Rosso, Ramón","144","100.0","0.313","0.219","0.348","0.531","0.385","0.390","0.311","10","32","91.1","11.3","2462","91.1","90.58","13","73","71","-0.5","5.97","110","153","120","150","293","319","289"
"143",657376,"Schmidt, Clarke","143","100.0","0.355","0.161","0.417","0.516","0.424","0.329","0.244","11","31","82.1","-1.0","2521","88.5","87.28","13","70","73","-1.2","5.86","109","147","111","144","292","323","289"
"142",663372,"Feltner, Ryan","142","100.0","0.346","0.385","0.333","0.731","0.480","0.416","0.297","9","26","89.9","28.1","2282","86.8","87.29","18","57","85","0.5","6.43","108","151","124","148","293","338","303"
"142",676709,"Tice, Ty","142","100.0","0.303","0.152","0.346","0.455","0.380","0.386","0.277","10","33","86.1","19.8","2350","89.0","89.07","11","63","79","0.1","6.20","105","155","121","148","296","316","282"
"139",640451,"Harvey, Hunter","139","100.0","0.242","0.212","0.269","0.455","0.323","0.307","0.257","8","33","90.5","9.4","2061","92.8","92.37","8","68","71","-0.4","6.13","108","154","122","150","298","320","294"
"139",661383,"Ortega, Oliver","139","100.0","0.333","0.111","0.355","0.444","0.363","0.283","0.222","12","36","91.2","1.2","2234","90.4","89.52","4","57","82","-0.9","5.78","110","153","118","147","303","326","296"
"137",658431,"Medina, Adonis","137","100.0","0.310","0.103","0.391","0.414","0.387","0.325","0.238","9","29","83.3","11.3","2195","88.2","87.66","14","53","84","-0.5","5.96","108","148","113","146","295","318","284"
"136",605240,"Fry, Jace","136","100.0","0.417","0.125","0.450","0.542","0.477","0.382","0.295","10","24","85.1","2.0","2238","87.2","85.93","10","56","80","-1.3","5.52","105","150","113","147","301","323","292"
"136",621381,"Strahm, Matt","136","100.0","0.441","0.147","0.500","0.588","0.441","0.320","0.321","15","34","84.3","4.8","2367","90.1","90.02","16","79","57","-0.1","6.14","108","147","124","142","303","329","311"
"135",502593,"Petricka, Jake","135","100.0","0.261","0.174","0.333","0.435","0.375","0.405","0.277","6","23","97.3","5.8","1950","90.1","91.84","16","53","82","1.7","7.40","112","156","114","148","299","326","298"
"135",501789,"Harris, Will","135","100.0","0.259","0.222","0.353","0.481","0.348","0.345","0.251","7","27","90.3","11.9","2399","88.1","88.06","18","68","67","0.0","6.66","109","154","123","148","309","321","296"
"134",607179,"Weems, Jordan","134","100.0","0.261","0.391","0.286","0.652","0.440","0.466","0.313","6","23","95.2","13.1","2116","91.1","90.67","14","61","73","-0.4","6.56","114","150","121","150","297","323","293"
"133",657140,"Wright, Kyle","133","100.0","0.292","0.333","0.294","0.625","0.455","0.473","0.262","7","24","92.6","9.7","2354","89.2","89.49","15","51","82","0.3","6.35","106","149","123","143","293","316","296"
"133",607216,"Krehbiel, Joey","133","100.0","0.172","0.172","0.190","0.345","0.285","0.288","0.189","5","29","89.4","7.4","2215","90.2","89.94","14","61","72","-0.3","6.22","117","153","121","149","298","323","292"
"131",668968,"Crouse, Hans","131","100.0","0.167","0.250","0.100","0.417","0.342","0.333","0.185","4","24","84.8","27.5","2188","88.7","87.05","16","64","67","-1.7","5.35","112","155","114","151","293","314","292"
"131",641712,"Hudson, Dakota","131","100.0","0.219","0.063","0.269","0.281","0.244","0.218","0.194","7","32","80.1","3.7","2024","89.1","89.51","10","62","69","0.4","6.46","115","156","116","149","297","320","298"
"131",543699,"Roark, Tanner","131","100.0","0.241","0.345","0.190","0.586","0.364","0.421","0.301","7","29","92.6","13.2","2194","84.5","83.82","9","59","72","-0.7","5.86","113","156","118","151","295","322","296"
"129",573062,"Northcraft, Aaron","129","100.0","0.192","0.154","0.200","0.346","0.336","0.436","0.310","5","26","91.5","5.0","1911","86.1","85.08","13","57","72","-1.0","5.93","112","150","130","144","288","321","308"
"127",628345,"Núñez, Darien","127","100.0","0.276","0.379","0.278","0.655","0.421","0.354","0.220","8","29","86.4","12.4","2063","87.4","86.88","23","63","64","-0.5","5.81","114","152","111","150","296","317","296"
"123",663567,"Lambert, Peter","123","100.0","0.429","0.286","0.435","0.714","0.497","0.352","0.272","12","28","85.8","0.8","1847","86.6","86.67","13","56","67","0.1","6.02","113","150","119","148","301","332","311"
"122",660906,"Perez, Francisco","122","100.0","0.250","0.042","0.300","0.292","0.275","0.243","0.181","6","24","91.0","19.7","2235","88.9","88.18","11","51","71","-0.7","5.65","107","150","119","148","291","310","289"
"120",607374,"Tropeano, Nick","120","100.0","0.267","0.167","0.259","0.433","0.332","0.335","0.288","8","30","86.1","16.0","1997","84.1","83.24","13","55","65","-0.9","5.72","115","156","116","150","296","324","292"
"117",642759,"Fernández, Julian","117","100.0","0.310","0.276","0.304","0.586","0.414","0.350","0.235","9","29","91.1","13.4","2310","97.5","98.34","13","55","62","0.8","6.56","111","151","129","151","295","333","308"
"115",543238,"Gose, Anthony","115","100.0","0.091","0.045","0.154","0.136","0.146","0.177","0.134","2","22","80.8","4.6","2444","95.4","95.19","18","63","52","-0.2","6.13","109","150","119","148","295","314","291"
"114",595918,"Cole, A.J.","114","100.0","0.207","0.172","0.238","0.379","0.261","0.300","0.228","6","29","91.3","23.0","2311","88.9","89.26","16","58","56","0.4","6.45","107","156","118","150","287","319","283"
"114",670550,"Rodriguez, Nivaldo","114","100.0","0.167","0.292","0.105","0.458","0.357","0.499","0.337","4","24","86.5","0.2","1938","88.6","87.84","6","44","70","-0.8","5.78","115","156","124","152","292","326","295"
"111",669912,"Snead, Kirby","111","100.0","0.259","0.074","0.350","0.333","0.299","0.363","0.315","7","27","88.6","12.8","2481","86.8","86.41","11","50","61","-0.4","6.10","108","149","121","146","298","314","296"
"111",605218,"Edwards Jr., Carl","111","100.0","0.407","0.444","0.421","0.852","0.516","0.338","0.270","11","27","89.5","22.4","2486","88.7","89.57","14","48","63","0.9","6.65","105","149","119","143","302","312","289"
"111",657141,"Yamamoto, Jordan","111","100.0","0.345","0.034","0.385","0.379","0.363","0.357","0.316","10","29","84.3","14.0","2496","85.5","84.74","8","54","57","-0.8","6.38","109","150","111","147","297","320","300"
"110",643493,"Pruitt, Austin","110","100.0","0.250","0.250","0.238","0.500","0.327","0.361","0.274","7","28","91.3","15.4","2446","87.8","85.99","14","63","47","-1.8","5.52","113","153","123","151","302","317","286"
"109",669395,"Coleman, Dylan","109","100.0","0.208","0.083","0.294","0.292","0.231","0.226","0.208","5","24","86.5","21.1","2512","92.9","93.41","15","56","53","0.5","6.53","105","152","113","143","301","324","299"
"109",488984,"Hunter, Tommy","109","100.0","0.148","0.037","0.190","0.185","0.215","0.307","0.240","4","27","85.0","7.7","2528","89.8","88.36","6","54","55","-1.4","6.35","106","150","110","147","296","322","297"
"108",501593,"Avilán, Luis","108","100.0","0.333","0.143","0.333","0.476","0.373","0.371","0.305","7","21","92.2","16.2","2092","85.5","83.79","9","41","67","-1.7","5.66","110","154","119","150","299","313","293"
"106",671790,"Bolaños, Ronald","106","100.0","0.174","0.000","0.308","0.174","0.196","0.176","0.138","4","23","81.6","18.1","2365","89.9","90.67","19","51","55","0.8","6.58","109","162","126","148","304","320","306"
"105",642100,"Speier, Gabe","105","100.0","0.313","0.000","0.370","0.313","0.288","0.248","0.235","10","32","83.6","11.9","1988","89.9","89.35","11","50","55","-0.6","5.86","107","157","114","147","300","327","310"
"104",664139,"Gibaut, Ian","104","100.0","0.280","0.280","0.263","0.560","0.388","0.414","0.316","7","25","95.3","9.8","2193","89.8","90.47","16","60","44","0.7","6.71","108","158","119","150","299","335","295"
"104",620396,"Aguilar, Miguel","104","100.0","0.250","0.083","0.286","0.333","0.299","0.278","0.220","6","24","82.2","8.7","2237","88.1","87.61","8","52","52","-0.5","5.99","112","147","113","147","293","323","294"
"102",623433,"Anderson, Nick","102","100.0","0.190","0.286","0.105","0.476","0.298","0.532","0.382","4","21","86.2","23.6","2019","89.1","88.14","10","54","48","-1.0","5.85","105","181","117","151","302","325","300"
"100",623470,"Newberry, Jake","100","100.0","0.476","0.381","0.571","0.857","0.577","0.462","0.334","10","21","89.3","10.3","2468","88.7","88.11","12","44","56","-0.6","5.82","103","155","119","143","296","321","299"
